Name,LastTX TimeStamp,Latitude,Longitude,SOG,COG
MGO199125,02-11-2025 00:57,-5.4055,10.965333,0,339
MGO174828,02-11-2025 02:06,-4.735167,9.801833,0.1,355.4
MGO174815,02-11-2025 02:27,-4.631,8.182167,0.1,116.6
MGO174816,02-11-2025 02:26,-3.911667,10.353667,1.4,341.2
MGO174817,02-11-2025 02:42,-3.2095,10.092833,0,270
MGO176595,02-11-2025 02:44,-4.554333,10.266,0.1,349.6
MGO176608,02-11-2025 01:58,-5.796833,10.828,0.3,160.4
MGO178982,02-11-2025 02:01,-3.012833,10.033833,0.8,309
MGO184199,02-11-2025 02:45,-4.477167,10.7075,0.3,20.9
MGO133427,02-11-2025 01:51,-5.394667,9.75,0.3,75.6
MGO133435,02-11-2025 02:11,-4.604667,10.396333,0.3,279.5
MGO190082,02-11-2025 02:36,-2.424,9.218167,0.8,334
MGO198882,02-11-2025 02:44,-2.7255,9.510667,0.3,319.4
MGO176255,02-11-2025 03:08,-2.490333,8.487333,0.2,284.5
MGO176263,02-11-2025 03:16,-5.153333,9.851833,0.2,75.4
MGO176384,02-11-2025 03:19,-3.3875,7.771667,0.3,212.4
MGO176391,02-11-2025 03:18,-4.144667,7.959667,0.1,44.9
MGO176462,02-11-2025 03:04,-3.821,8.795667,0.2,35.6
MGO176467,02-11-2025 03:10,-5.158833,10.2975,0.2,159.9
MGO176526,02-11-2025 03:18,-5.0225,8.870167,0.2,22.7
MGO176724,02-11-2025 03:12,-3.479,7.201833,0.2,235.9
MGO177429,02-11-2025 03:22,-3.0585,8.332667,0.5,353.9
MGO178918,02-11-2025 03:06,-2.341667,9.411,0,0
MGO179119,02-11-2025 03:46,-2.424167,9.290833,0,45
MGO184110,02-11-2025 03:19,-4.2475,9.6045,0.2,29.3
MGO184082,02-11-2025 03:27,-4.717833,8.45,0.1,286.6
MGO184177,02-11-2025 03:25,-3.896833,10.884833,0,135
MGO184186,02-11-2025 02:58,-5.732167,10.809,0.2,121.7
MGO184301,02-11-2025 03:20,-3.923167,9.607833,0.1,278.8
MGO198870,02-11-2025 03:04,-3.908667,9.616167,0.6,296.6
MGO133361,02-11-2025 04:13,-5.212333,9.965333,0.2,85.4
MGO133384,02-11-2025 03:54,-6.564,10.331667,0.4,183.3
MGO199106,02-11-2025 04:01,-3.2685,10.2445,0,135
MGO176470,02-11-2025 05:39,-4.737333,8.65,0,270
MGO174809,02-11-2025 05:12,-3.386833,7.2525,0.2,241.6
MGO174812,02-11-2025 05:13,-5.103667,11.036833,0.1,346.8
MGO174216,02-11-2025 04:58,-5.368833,9.488833,0.3,57.1
MGO183921,02-11-2025 05:02,-6.141167,10.832667,0.1,207.9
MGO184179,02-11-2025 05:04,-3.29,10.102,0.4,304.2
MGO184222,02-11-2025 05:05,-3.9185,10.869167,0,71.5
MGO184291,02-11-2025 05:05,-2.079833,8.047,0.5,340.7
MGO184369,02-11-2025 05:06,-5.826833,10.562667,0.2,174.8
MGO184371,02-11-2025 05:46,-4.488833,9.7635,0.1,352.7
MGO196968,02-11-2025 05:07,-6.5045,10.241167,0.5,187.3
MGO199125,02-11-2025 04:57,-5.403333,10.968333,0.1,54.1
MGO174828,02-11-2025 06:06,-4.730833,9.795167,0.1,303.1
MGO174815,02-11-2025 06:27,-4.632833,8.189,0.1,105.1
MGO174816,02-11-2025 06:26,-3.8345,10.297167,1.4,323.9
MGO174817,02-11-2025 06:42,-3.2095,10.092833,0,0
MGO176595,02-11-2025 06:44,-4.552833,10.260333,0.1,284.9
MGO176608,02-11-2025 05:56,-5.802333,10.824667,0.1,211.1
MGO178982,02-11-2025 06:00,-2.994,9.990167,0.7,293.4
MGO184199,02-11-2025 06:45,-4.465667,10.6955,0.2,313.9
MGO133427,02-11-2025 05:51,-5.387167,9.761667,0.2,57.1
MGO133435,02-11-2025 06:12,-4.604,10.384833,0.2,273.3
MGO190082,02-11-2025 06:36,-2.393,9.199,0.5,328.3
MGO198882,02-11-2025 06:47,-2.716667,9.4985,0.2,306
MGO176255,02-11-2025 07:07,-2.486333,8.484333,0.1,323.1
MGO176263,02-11-2025 07:16,-5.1525,9.857167,0.1,81.1
MGO176384,02-11-2025 07:17,-3.3985,7.760667,0.2,225
MGO176391,02-11-2025 07:17,-4.152833,7.960333,0.1,175.3
MGO176462,02-11-2025 07:04,-3.819333,8.792667,0.1,299.1
MGO176467,02-11-2025 07:11,-5.170833,10.2965,0.2,184.7
MGO176526,02-11-2025 07:17,-5.006833,8.881667,0.3,36.2
MGO176724,02-11-2025 07:12,-3.4865,7.190167,0.2,237.2
MGO177429,02-11-2025 07:22,-3.025667,8.338833,0.5,10.6
MGO184110,02-11-2025 07:19,-4.237167,9.6085,0.2,21.4
MGO184082,02-11-2025 07:27,-4.715333,8.444833,0.1,295.9
MGO184177,02-11-2025 07:25,-3.865833,10.859,0.6,320.3
MGO184186,02-11-2025 06:58,-5.734333,10.805667,0.1,235.5
MGO184301,02-11-2025 07:20,-3.921167,9.614,0.1,72
MGO198870,02-11-2025 07:04,-3.891167,9.592667,0.4,306.7
MGO179119,02-11-2025 07:50,-2.424,9.291,0,44.7
MGO133361,02-11-2025 08:13,-5.219833,9.971833,0.1,139.2
MGO199125,02-11-2025 08:57,-5.395833,10.970667,0.1,17.2
MGO199106,02-11-2025 08:02,-3.268167,10.244833,0,45
MGO174216,02-11-2025 08:58,-5.364667,9.498,0.2,65.5
MGO133384,02-11-2025 07:57,-6.602333,10.330833,0.6,181.2
MGO184179,02-11-2025 09:04,-3.274167,10.084,0.4,311.4
MGO179041,02-11-2025 09:04,-2.522333,9.422667,0,329.6
MGO183921,02-11-2025 09:02,-6.153833,10.8265,0.2,205.8
MGO184222,02-11-2025 09:10,-3.9185,10.869167,0,0
MGO184291,02-11-2025 09:05,-2.046833,8.029667,0.6,332.3
MGO176608,02-11-2025 09:56,-5.8165,10.817167,0.2,207.8
MGO174809,02-11-2025 09:12,-3.3945,7.25,0.1,198
MGO176470,02-11-2025 09:39,-4.735167,8.647,0.1,303.8
MGO174812,02-11-2025 09:13,-5.095,11.033333,0.1,338.1
MGO196968,02-11-2025 09:07,-6.542,10.233,0.6,192.2
MGO184371,02-11-2025 09:46,-4.49,9.7575,0.1,259
MGO184369,02-11-2025 09:07,-5.836833,10.561,0.2,189.4
MGO133435,02-11-2025 10:11,-4.607833,10.371333,0.2,254.1
MGO184199,02-11-2025 10:45,-4.446667,10.688667,0.3,340.7
MGO174815,02-11-2025 10:27,-4.638167,8.186167,0.1,207.9
MGO174816,02-11-2025 10:26,-3.754333,10.246833,1.4,327.9
MGO174828,02-11-2025 10:06,-4.718333,9.789333,0.2,335.7
MGO174817,02-11-2025 10:43,-3.2095,10.093,0,90
MGO176595,02-11-2025 10:45,-4.557167,10.247,0.2,251.9
MGO178982,02-11-2025 10:00,-2.964667,9.944833,0.8,302.9
MGO190082,02-11-2025 10:36,-2.369333,9.177167,0.5,317.5
MGO184186,02-11-2025 10:58,-5.738333,10.800333,0.1,233
MGO198882,02-11-2025 10:43,-2.704333,9.492,0.2,332.2
MGO176255,02-11-2025 11:09,-2.485667,8.4755,0.1,274.3
MGO176263,02-11-2025 11:16,-5.153333,9.855333,0,245.5
MGO176526,02-11-2025 11:17,-5.001667,8.876333,0.1,314.2
MGO176391,02-11-2025 11:19,-4.16,7.968333,0.2,131.9
MGO176462,02-11-2025 11:04,-3.823333,8.799,0.1,122.3
MGO179119,02-11-2025 11:46,-2.424333,9.290333,0,243.4
MGO176724,02-11-2025 11:13,-3.4935,7.179667,0.2,236.3
MGO177429,02-11-2025 11:22,-2.982167,8.330167,0.7,348.7
MGO176384,02-11-2025 11:18,-3.4085,7.742833,0.3,240.7
MGO176467,02-11-2025 11:10,-5.178667,10.298167,0.1,168
MGO198870,02-11-2025 11:04,-3.877833,9.5635,0.5,294.6
MGO184301,02-11-2025 11:21,-3.915667,9.619167,0.1,43.1
MGO184082,02-11-2025 11:28,-4.7175,8.445333,0,167
MGO184177,02-11-2025 11:25,-3.81,10.825333,1,329
MGO184110,02-11-2025 11:20,-4.239833,9.6055,0.1,228.3
MGO174216,02-11-2025 12:58,-5.3605,9.505167,0.1,59.7
MGO199125,02-11-2025 12:57,-5.376667,10.958667,0.3,328.1
MGO199106,02-11-2025 12:01,-3.268167,10.244333,0,270
MGO133361,02-11-2025 12:13,-5.224667,9.965333,0.1,233.3
MGO133384,02-11-2025 11:54,-6.636167,10.329667,0.5,182
MGO184179,02-11-2025 13:04,-3.254167,10.063333,0.4,314.1
MGO179041,02-11-2025 13:05,-2.501167,9.408833,0.4,326.9
MGO183921,02-11-2025 13:03,-6.168167,10.813833,0.3,221.3
MGO184222,02-11-2025 13:07,-3.918167,10.868667,0,303.8
MGO184291,02-11-2025 13:05,-2.026333,8.0075,0.5,312.8
MGO176608,02-11-2025 13:56,-5.841667,10.8085,0.4,198.8
MGO174809,02-11-2025 13:13,-3.399333,7.242667,0.1,236.6
MGO176470,02-11-2025 13:39,-4.736167,8.644,0,251.5
MGO174812,02-11-2025 13:21,-5.085333,11.021,0.2,308.2
MGO196968,02-11-2025 13:07,-6.573333,10.2215,0.5,200
MGO184371,02-11-2025 13:46,-4.484,9.746,0.2,298
MGO184369,02-11-2025 13:07,-5.853333,10.551667,0.3,209.4
MGO184186,02-11-2025 14:58,-5.741833,10.789,0.2,252.8
MGO198882,02-11-2025 14:45,-2.694167,9.485,0.2,325.5
MGO184199,02-11-2025 14:44,-4.4215,10.681667,0.4,344.8
MGO176595,02-11-2025 14:44,-4.559,10.238667,0.1,256.5
MGO178982,02-11-2025 14:00,-2.93,9.896667,0.9,305.8
MGO190082,02-11-2025 14:36,-2.332333,9.161333,0.6,336.8
MGO174815,02-11-2025 14:27,-4.643167,8.189667,0.1,145.1
MGO174816,02-11-2025 14:26,-3.652833,10.197167,1.7,334
MGO174828,02-11-2025 14:06,-4.7075,9.7765,0.3,310.3
MGO174817,02-11-2025 14:42,-3.2095,10.092833,0,270
MGO133435,02-11-2025 14:12,-4.613833,10.3435,0.4,257.8
MGO176255,02-11-2025 15:07,-2.491333,8.462167,0.2,247
MGO176263,02-11-2025 15:16,-5.159667,9.860167,0.1,142.8
MGO176526,02-11-2025 15:17,-5.003167,8.870167,0.1,256.3
MGO176391,02-11-2025 15:16,-4.162167,7.973,0.1,115
MGO177429,02-11-2025 15:22,-2.935167,8.311333,0.8,338.2
MGO176384,02-11-2025 15:17,-3.4245,7.728333,0.3,222.1
MGO176462,02-11-2025 15:04,-3.825,8.802667,0.1,114.5
MGO179119,02-11-2025 15:50,-2.424167,9.290667,0,63.4
MGO176724,02-11-2025 15:12,-3.507667,7.170333,0.3,213.3
MGO176467,02-11-2025 15:10,-5.187667,10.299667,0.1,170.6
MGO198870,02-11-2025 15:04,-3.870167,9.525667,0.6,281.5
MGO184301,02-11-2025 15:20,-3.925167,9.611667,0.2,218.2
MGO184082,02-11-2025 15:27,-4.719167,8.437333,0.1,258.2
MGO184177,02-11-2025 15:25,-3.761,10.782,1,318.6
MGO184110,02-11-2025 15:19,-4.241,9.599833,0.1,258.3
MGO199125,02-11-2025 16:57,-5.364,10.946167,0.3,315.9
MGO199106,02-11-2025 16:01,-3.268167,10.244333,0,0
MGO133361,02-11-2025 16:13,-5.234333,9.957167,0.2,220.1
MGO133384,02-11-2025 15:54,-6.665667,10.327333,0.4,184.5
MGO174216,02-11-2025 16:58,-5.357,9.5085,0.1,43.5
MGO184179,02-11-2025 17:04,-3.233833,10.039333,0.5,310.3
MGO196968,02-11-2025 17:07,-6.607333,10.2135,0.5,192.9
MGO184371,02-11-2025 17:46,-4.474167,9.739,0.2,325.3
MGO184369,02-11-2025 17:07,-5.874833,10.540833,0.4,206.6
MGO174812,02-11-2025 17:13,-5.068833,11.010333,0.3,327.2
MGO176608,02-11-2025 17:56,-5.8645,10.801,0.4,198.1
MGO174809,02-11-2025 17:12,-3.414,7.229333,0.3,222.2
MGO183921,02-11-2025 17:02,-6.184,10.8015,0.3,217.8
MGO184222,02-11-2025 17:05,-3.917833,10.870333,0,78.7
MGO184291,02-11-2025 17:05,-2.009,7.9725,0.6,296.4
MGO176470,02-11-2025 17:40,-4.736667,8.636833,0.1,266
MGO179041,02-11-2025 17:07,-2.495167,9.401333,0.1,308.7
MGO184199,02-11-2025 18:45,-4.412333,10.650333,0.5,286.4
MGO176595,02-11-2025 18:44,-4.556333,10.2315,0.1,290.5
MGO174815,02-11-2025 18:27,-4.652,8.196333,0.2,143.1
MGO174816,02-11-2025 18:26,-3.564667,10.154167,1.5,334
MGO174828,02-11-2025 18:06,-4.702833,9.7635,0.2,289.8
MGO174817,02-11-2025 18:41,-3.209333,10.093,0,45
MGO133435,02-11-2025 18:12,-4.613,10.3285,0.2,273.2
MGO184186,02-11-2025 18:58,-5.750833,10.772667,0.3,241
MGO198882,02-11-2025 18:47,-2.688833,9.4725,0.2,293.1
MGO178982,02-11-2025 18:01,-2.908167,9.851,0.8,295.6
MGO190082,02-11-2025 18:36,-2.309833,9.134167,0.5,309.7
MGO177429,02-11-2025 19:22,-2.8905,8.295167,0.7,340.1
MGO184301,02-11-2025 19:20,-3.938167,9.6085,0.2,193.7
MGO178918,02-11-2025 19:06,-2.341,9.411,0,0
MGO184082,02-11-2025 19:27,-4.725833,8.431,0.1,223.4
MGO184177,02-11-2025 19:25,-3.7255,10.7365,0.9,308
MGO184110,02-11-2025 19:19,-4.243333,9.592167,0.1,253
MGO176462,02-11-2025 19:04,-3.833333,8.7935,0.2,227.7
MGO179119,02-11-2025 19:46,-2.424,9.290667,0,0
MGO176724,02-11-2025 19:12,-3.517,7.162,0.2,221.7
MGO176255,02-11-2025 19:07,-2.502667,8.449667,0.3,227.8
MGO176263,02-11-2025 19:16,-5.171167,9.865167,0.2,156.6
MGO176526,02-11-2025 19:17,-5.001333,8.877833,0.1,76.5
MGO176391,02-11-2025 19:17,-4.174167,7.9765,0.2,163.8
MGO176384,02-11-2025 19:17,-3.443333,7.719,0.3,206.3
MGO176467,02-11-2025 19:10,-5.205333,10.295333,0.3,193.7
MGO198870,02-11-2025 19:05,-3.876167,9.489667,0.5,260.5
MGO174216,02-11-2025 20:59,-5.36,9.519,0.2,106
MGO199125,02-11-2025 20:57,-5.353667,10.939833,0.2,328.6
MGO199106,02-11-2025 20:01,-3.268167,10.244333,0,0
MGO133361,02-11-2025 20:13,-5.254667,9.963833,0.3,161.9
MGO184179,02-11-2025 21:04,-3.217667,10.025,0.3,318.5
MGO179041,02-11-2025 21:04,-2.487667,9.394667,0.2,318.4
MGO183921,02-11-2025 21:02,-6.206667,10.785667,0.4,214.8
MGO184222,02-11-2025 21:09,-3.918667,10.868667,0,243.4
MGO184291,02-11-2025 21:05,-2.0005,7.944333,0.4,286.8
MGO176608,02-11-2025 21:57,-5.8885,10.796333,0.4,190.9
MGO174809,02-11-2025 21:12,-3.431,7.225333,0.3,193.2
MGO176470,02-11-2025 21:39,-4.7415,8.628167,0.1,240.8
MGO174812,02-11-2025 21:16,-5.052833,11.005667,0.2,343.6
MGO196968,02-11-2025 21:07,-6.648833,10.210833,0.6,183.7
MGO184371,02-11-2025 21:46,-4.478,9.726167,0.2,253.1
MGO184369,02-11-2025 21:07,-5.897167,10.531833,0.4,201.8
MGO133435,02-11-2025 22:11,-4.609833,10.310667,0.3,280.1
MGO184199,02-11-2025 22:45,-4.394333,10.6295,0.4,310.9
MGO174815,02-11-2025 22:27,-4.660333,8.203,0.2,140.7
MGO174816,02-11-2025 22:26,-3.471667,10.124833,1.5,342.5
MGO174828,02-11-2025 22:06,-4.7005,9.744667,0.3,277.1
MGO174817,02-11-2025 22:42,-3.209333,10.093,0,0
MGO176595,02-11-2025 22:45,-4.557,10.217833,0.2,267.2
MGO184186,02-11-2025 22:58,-5.7685,10.762167,0.3,210.6
MGO198882,02-11-2025 22:51,-2.677333,9.464333,0.2,324.6
MGO178982,02-11-2025 22:00,-2.8735,9.8105,0.8,310.6
MGO190082,02-11-2025 22:36,-2.3015,9.112667,0.3,291.2
MGO176255,02-11-2025 23:07,-2.5135,8.432167,0.3,237.8
MGO176263,02-11-2025 23:16,-5.1845,9.864333,0.2,183.5
MGO176526,02-11-2025 23:17,-5.007167,8.867,0.2,241.6
MGO176391,02-11-2025 23:17,-4.187167,7.983833,0.2,150.6
MGO176384,02-11-2025 23:17,-3.460667,7.7005,0.4,226.8
MGO177429,02-11-2025 23:22,-2.858167,8.277667,0.6,331.6
MGO176462,02-11-2025 23:06,-3.848,8.775333,0.3,230.8
MGO179119,02-11-2025 23:47,-2.424333,9.290333,0,225
MGO176724,02-11-2025 23:13,-3.5295,7.154,0.2,212.6
MGO176467,02-11-2025 23:11,-5.221833,10.2915,0.3,193
MGO198870,02-11-2025 23:04,-3.8815,9.451667,0.6,262
MGO184301,02-11-2025 23:21,-3.940833,9.617333,0.1,106.8
MGO178918,02-11-2025 23:08,-2.341667,9.411333,0,153.4
MGO184082,02-11-2025 23:27,-4.731667,8.436667,0.1,136.7
MGO184177,02-11-2025 23:25,-3.678833,10.705167,0.8,326.2
MGO184110,02-11-2025 23:20,-4.261667,9.577333,0.4,218.9
MGO184179,03-11-2025 01:04,-3.199333,10.012,0.3,324.7
MGO199125,03-11-2025 01:02,-5.336,10.925833,0.3,321.7
MGO179041,03-11-2025 01:03,-2.4705,9.376167,0.4,312.6
MGO183921,03-11-2025 01:02,-6.2225,10.776333,0.3,210.4
MGO184222,03-11-2025 01:12,-3.918333,10.868833,0,26.6
MGO184291,03-11-2025 01:05,-1.9905,7.917167,0.4,290.2
MGO174216,03-11-2025 00:59,-5.367167,9.520167,0.1,169.5
MGO176608,03-11-2025 01:56,-5.912333,10.7955,0.4,182
MGO174809,03-11-2025 01:12,-3.446,7.225333,0.2,180
MGO176470,03-11-2025 01:41,-4.755333,8.626,0.2,188.9
MGO174812,03-11-2025 01:15,-5.042,10.989833,0.3,304.5
MGO196968,03-11-2025 01:07,-6.695667,10.203,0.7,189.4
MGO184371,03-11-2025 01:46,-4.481,9.712667,0.2,257.4
MGO184369,03-11-2025 01:07,-5.917167,10.521333,0.3,207.4
MGO199106,03-11-2025 00:01,-3.268167,10.2445,0,90
MGO133361,03-11-2025 00:13,-5.2705,9.957167,0.3,202.5
MGO184186,03-11-2025 02:58,-5.7835,10.744333,0.3,229.8
MGO198882,03-11-2025 02:49,-2.666833,9.453667,0.2,314.6
MGO184199,03-11-2025 02:45,-4.365333,10.6155,0.5,334.3
MGO176595,03-11-2025 02:45,-4.560333,10.211167,0.1,242.8
MGO178982,03-11-2025 02:00,-2.833,9.770333,0.9,315.3
MGO190082,03-11-2025 02:36,-2.278,9.096667,0.4,325.8
MGO174815,03-11-2025 02:27,-4.664833,8.210333,0.1,121.6
MGO174816,03-11-2025 02:27,-3.374833,10.086,1.6,338.2
MGO174828,03-11-2025 02:06,-4.695333,9.732,0.2,292.3
MGO174817,03-11-2025 02:41,-3.2095,10.092833,0,225
MGO133435,03-11-2025 02:11,-4.607833,10.283667,0.4,274.3
MGO176255,03-11-2025 03:07,-2.535167,8.408333,0.5,227.5
MGO176263,03-11-2025 03:16,-5.1995,9.864333,0.2,180
MGO176526,03-11-2025 03:17,-5.02,8.858,0.2,214.9
MGO176391,03-11-2025 03:16,-4.190667,7.993,0.1,110.9
MGO176384,03-11-2025 03:17,-3.484167,7.687,0.4,209.8
MGO177429,03-11-2025 03:22,-2.829,8.255667,0.5,323
MGO176462,03-11-2025 03:04,-3.853167,8.767167,0.1,237.6
MGO179119,03-11-2025 03:46,-2.424333,9.2905,0,90
MGO176467,03-11-2025 03:10,-5.238167,10.288,0.3,192
MGO184301,03-11-2025 03:20,-3.950833,9.601833,0.3,237.1
MGO198870,03-11-2025 03:05,-3.892667,9.423,0.5,248.6
MGO199103,03-11-2025 03:55,-1.555333,8.712333,0.5,173.9
MGO178918,03-11-2025 03:09,-2.3415,9.411333,0,0
MGO184082,03-11-2025 03:27,-4.739167,8.431833,0.1,212.7
MGO184177,03-11-2025 03:25,-3.639333,10.669833,0.8,318.2
MGO184110,03-11-2025 03:19,-4.276833,9.565833,0.3,217.1
MGO199125,03-11-2025 04:59,-5.328667,10.912167,0.2,298.3
MGO199106,03-11-2025 04:03,-3.268333,10.244667,0,135
MGO133361,03-11-2025 04:13,-5.291833,9.946667,0.4,206.1
MGO174216,03-11-2025 04:58,-5.370833,9.525667,0.1,123.8
MGO184179,03-11-2025 05:04,-3.183,9.991333,0.4,308.4
MGO179041,03-11-2025 05:04,-2.464667,9.343333,0.5,280.1
MGO176470,03-11-2025 05:39,-4.7695,8.6195,0.2,204.6
MGO176608,03-11-2025 05:56,-5.933167,10.795167,0.3,180.9
MGO174809,03-11-2025 05:12,-3.464167,7.216833,0.3,205
MGO196968,03-11-2025 05:07,-6.745833,10.194333,0.8,189.7
MGO184371,03-11-2025 05:46,-4.4805,9.7115,0,293.3
MGO184369,03-11-2025 05:06,-5.934167,10.512833,0.3,206.2
MGO184222,03-11-2025 05:08,-3.918667,10.869,0,153.4
MGO184291,03-11-2025 05:05,-2.0005,7.8725,0.7,257.4
MGO184199,03-11-2025 06:45,-4.350333,10.582667,0.5,294.6
MGO176595,03-11-2025 06:44,-4.560167,10.205833,0.1,271.8
MGO174815,03-11-2025 06:27,-4.676167,8.218,0.2,146
MGO174816,03-11-2025 06:26,-3.2835,10.0355,1.6,331.1
MGO174828,03-11-2025 06:06,-4.701833,9.7155,0.3,248.4
MGO174817,03-11-2025 06:41,-3.209333,10.093,0,45
MGO133435,03-11-2025 06:11,-4.601667,10.2705,0.2,295.2
MGO184186,03-11-2025 06:58,-5.787667,10.727667,0.3,255.9
MGO198882,03-11-2025 06:45,-2.666833,9.439333,0.2,270
MGO178982,03-11-2025 06:00,-2.804667,9.723,0.8,300.9
MGO190082,03-11-2025 06:36,-2.278833,9.067167,0.4,268
MGO176255,03-11-2025 07:07,-2.5575,8.386333,0.5,224.5
MGO176263,03-11-2025 07:16,-5.216,9.869333,0.3,163.2
MGO176526,03-11-2025 07:17,-5.032833,8.865167,0.2,150.9
MGO176391,03-11-2025 07:16,-4.205,7.999167,0.2,156.8
MGO176384,03-11-2025 07:17,-3.509167,7.676667,0.4,202.4
MGO177429,03-11-2025 07:22,-2.8175,8.237,0.3,301.7
MGO176462,03-11-2025 07:04,-3.858167,8.761,0.1,230.9
MGO179119,03-11-2025 07:46,-2.4245,9.290333,0,225
MGO176467,03-11-2025 07:10,-5.265167,10.288167,0.4,179.6
MGO184301,03-11-2025 07:20,-3.965667,9.580333,0.4,235.3
MGO198870,03-11-2025 07:04,-3.901,9.391333,0.5,255.2
MGO199103,03-11-2025 07:55,-1.5975,8.721833,0.6,167.3
MGO184082,03-11-2025 07:27,-4.755,8.426833,0.2,197.5
MGO184177,03-11-2025 07:25,-3.617333,10.627833,0.7,297.7
MGO184110,03-11-2025 07:19,-4.289667,9.559333,0.2,206.8
MGO199125,03-11-2025 08:58,-5.325333,10.8975,0.2,282.9
MGO199106,03-11-2025 08:03,-3.268,10.2445,0,333.5
MGO133361,03-11-2025 08:13,-5.3135,9.948333,0.3,175.6
MGO174216,03-11-2025 08:58,-5.376667,9.539333,0.2,113.2
MGO184179,03-11-2025 09:04,-3.163333,9.976,0.4,322.1
MGO179041,03-11-2025 09:05,-2.459667,9.321167,0.3,282.4
MGO184222,03-11-2025 09:06,-3.918667,10.8685,0,270
MGO184291,03-11-2025 09:05,-2.012,7.838667,0.5,251.2
MGO174809,03-11-2025 09:13,-3.479,7.216167,0.2,182.6
MGO176470,03-11-2025 09:39,-4.788167,8.6145,0.3,194.9
MGO174812,03-11-2025 09:16,-5.007167,10.9715,0.3,332.2
MGO196968,03-11-2025 09:07,-6.793,10.204167,0.7,168.3
MGO184371,03-11-2025 09:46,-4.4915,9.698833,0.3,228.9
MGO184369,03-11-2025 09:07,-5.953333,10.506667,0.3,197.7
MGO176608,03-11-2025 09:56,-5.947,10.797833,0.2,169.3
MGO174816,03-11-2025 10:26,-3.1975,9.987,1.5,330.6
MGO174828,03-11-2025 10:06,-4.714667,9.695667,0.4,236.4
MGO191576,03-11-2025 10:18,-1.313333,8.446667,1,161
MGO133435,03-11-2025 10:11,-4.597333,10.236,0.5,277.2
MGO133427,03-11-2025 09:50,-5.4865,9.802833,0.2,167.3
MGO176595,03-11-2025 10:46,-4.5655,10.188833,0.3,252.5
MGO174817,03-11-2025 10:42,-3.209333,10.093,0,0
MGO184186,03-11-2025 10:58,-5.785167,10.713667,0.2,280.2
MGO184199,03-11-2025 10:46,-4.33,10.555833,0.5,307.2
MGO178982,03-11-2025 10:00,-2.76,9.683667,0.9,318.7
MGO190082,03-11-2025 10:36,-2.282667,9.037167,0.5,262.7
MGO176462,03-11-2025 11:04,-3.861833,8.7515,0.2,248.9
MGO179119,03-11-2025 11:46,-2.4245,9.290333,0,0
MGO176391,03-11-2025 11:16,-4.212833,8.002,0.1,160.2
MGO176384,03-11-2025 11:17,-3.526,7.667167,0.3,209.4
MGO177429,03-11-2025 11:22,-2.788667,8.219333,0.5,328.8
MGO176255,03-11-2025 11:07,-2.578167,8.361667,0.5,230
MGO176263,03-11-2025 11:16,-5.228833,9.867333,0.2,188.8
MGO176526,03-11-2025 11:17,-5.0505,8.862667,0.3,187.9
MGO176467,03-11-2025 11:10,-5.285833,10.290167,0.3,174.5
MGO184301,03-11-2025 11:21,-3.967667,9.569333,0.2,259.5
MGO199103,03-11-2025 11:55,-1.631333,8.740833,0.6,150.7
MGO184082,03-11-2025 11:27,-4.775333,8.432167,0.3,165.3
MGO184177,03-11-2025 11:25,-3.580333,10.589833,0.8,314.3
MGO184110,03-11-2025 11:19,-4.308333,9.554167,0.3,195.4
MGO198870,03-11-2025 11:05,-3.902333,9.358667,0.5,267.6
MGO199106,03-11-2025 12:04,-3.268,10.2445,0,0
MGO198526,03-11-2025 12:24,-1.649167,8.09,0.8,179.8
MGO133361,03-11-2025 12:13,-5.328833,9.940333,0.3,207
MGO184179,03-11-2025 13:04,-3.163167,9.976,0,0
MGO184371,03-11-2025 13:46,-4.504667,9.697667,0.2,185
MGO184369,03-11-2025 13:07,-5.960333,10.505833,0.1,186.7
MGO174812,03-11-2025 13:14,-4.997667,10.9515,0.3,295.5
MGO174216,03-11-2025 12:59,-5.3845,9.547667,0.2,133.4
